element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
K,1,45.1798,,,,a,,,,,,,,,,,,,L6851
K,10,45.189,0.002,45.189,0.007,100,5.39e+09,,[314.4544],[341.891],2s2.2p5.(2P*<3/2>).3p,2[1/2],1,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,0,,T6036,L7205
K,5,45.223,,45.2235,0.0021,100,1.29e+09,,4.92938,32.3452,3s2.3p3,2P*,1/2,3s.3p4,2P,1/2,,T7942,L497
K,1,45.2631,,,,"a,w",,,,,,,,,,,,,L6851
K,6,45.2667,0.0008,45.2667,0.0006,0,8.11e+08,,0.36293,27.75264,3s2.3p2,3P,2,3s.3p3,1P*,1,,T4909,L3633
K,5,45.290,0.002,45.2895,0.0021,200,1.57e+09,,4.96931,32.3452,3s2.3p3,2P*,3/2,3s.3p4,2P,1/2,,T7942,L3496
K,1,45.3085,,,,a,,,,,,,,,,,,,L6851
K,1,45.3208,,,,a,,,,,,,,,,,,,L6851
K,1,45.3311,,,,a,,,,,,,,,,,,,L6851
K,1,45.3467,,,,a,,,,,,,,,,,,,L6851
K,1,45.3667,,,,a,,,,,,,,,,,,,L6851
K,1,45.4033,,,,a,,,,,,,,,,,,,L6851
K,1,45.4518,,,,a,,,,,,,,,,,,,L6851
K,1,45.4548,,,,a,,,,,,,,,,,,,L6851
K,1,45.5097,,,,"a,w",,,,,,,,,,,,,L6851
K,1,45.5503,,,,"a,w",,,,,,,,,,,,,L6851
K,1,45.5629,,,,a,,,,,,,,,,,,,L6851
K,5,45.567,0.002,45.5664,0.0021,250,2.99e+08,,4.92938,32.1389,3s2.3p3,2P*,1/2,3s.3p4,2P,3/2,,T7942,L3496
K,7,45.6220,0.0010,45.6221,0.0012,2,,,36.9594,64.1358,3p3,2D*,5/2,3p2.(3P).3d,2P,3/2,,,L11207
K,4,45.633,0.002,,,400,,,,,,,,,,,,,L3496
K,5,45.633,0.002,45.6334,0.0021,400,1.34e+09,,4.96931,32.1389,3s2.3p3,2P*,3/2,3s.3p4,2P,3/2,,T7942,L3496
K,2,45.70,0.08,45.66,0.05,,,,0.00000,(27.15),3p6,1S,0,3p5.4d,3D*,1,,,L11572
K,8,45.7652,0.0010,45.765,0.012,2,2.72e+10,,72.583,99.674,3p.3d,1P*,1,3d2,1S,0,,T7942,L10375
K,6,45.8045,0.0008,45.8049,0.0006,2,2.81e+09,,0.00000,27.06790,3s2.3p2,3P,0,3s.3p3,3S*,1,,T4909,L3633
K,1,45.8586,,,,a,,,,,,,,,,,,,L6851
K,1,45.8613,,,,a,,,,,,,,,,,,,L6851
K,1,45.8646,,,,a,,,,,,,,,,,,,L6851
K,1,45.8683,,,,a,,,,,,,,,,,,,L6851
K,1,45.8719,,,,a,,,,,,,,,,,,,L6851
K,1,45.8766,,,,a,,,,,,,,,,,,,L6851
K,1,45.8816,,,,a,,,,,,,,,,,,,L6851
K,1,45.8875,,,,a,,,,,,,,,,,,,L6851
K,1,45.8945,,,,a,,,,,,,,,,,,,L6851
K,1,45.9029,,,,a,,,,,,,,,,,,,L6851
K,1,45.9128,,,,a,,,,,,,,,,,,,L6851
K,1,45.9251,,,,a,,,,,,,,,,,,,L6851
K,9,45.9317,0.0005,45.9317,0.0005,4,7.40e+09,,19.48441,46.47758,2p6.3p,2P*,1/2,2p6.3d,2D,3/2,,T7942,L3851
K,1,45.9401,,,,a,,,,,,,,,,,,,L6851
K,1,45.9581,,,,a,,,,,,,,,,,,,L6851
K,1,45.9800,,,,a,,,,,,,,,,,,,L6851
K,1,46.0079,,,,a,,,,,,,,,,,,,L6851
K,1,46.0365,,,,"a,d",,,,,,,,,,,,,L6851
K,6,46.0440,0.0008,46.0437,0.0004,4,8.98e+09,,0.140415,27.06790,3s2.3p2,3P,1,3s.3p3,3S*,1,,T4909,L3633
K,1,46.0568,,,,"a,w",,,,,,,,,,,,,L6851
K,1,46.1030,,,,a,,,,,,,,,,,,,L6851
K,1,46.1765,,,,a,,,,,,,,,,,,,L6851
K,1,46.2763,,,,a,,,,,,,,,,,,,L6851
K,2,46.42,0.09,46.42506,0.00007,,,,0.00000,26.706308,3p6,1S,0,3p5.4d,3P*,1,,,L11572
K,6,46.4275,0.0008,46.4274,0.0006,5,1.35e+10,,0.36293,27.06790,3s2.3p2,3P,2,3s.3p3,3S*,1,,T4909,L3633
K,1,46.4441,,,,"a,w",,,,,,,,,,,,,L6851
K,10,46.468,0.002,46.468,0.006,350,6.01e+09,,320.1954,346.8770,2s2.2p5.(2P*<1/2>).3p,2[3/2],1,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,,T6036,L7205
K,2,46.508,0.002,46.50847,0.00007,5,1.0e+09,,0.00000,26.658413,3p6,1S,0,3p5.(2P*<1/2>).5s,2[1/2]*,1,,T6166,L3496
K,1,46.6246,,,,a,,,,,,,,,,,,,L6851
K,1,46.6695,,,,a,,,,,,,,,,,,,L6851
K,3,46.679,0.002,46.6783,0.0007,75,3.06e+09,,0.0000,26.561420,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,1/2,,T7942,L3496
K,9,46.6835,0.0005,46.6835,0.0005,5,8.46e+09,,19.95073,46.50920,2p6.3p,2P*,3/2,2p6.3d,2D,5/2,,T7942,L3851
K,1,46.7160,,46.7161,0.0007,"a,w",,,0.00000000,26.5399,3p6.4s,2S,1/2,3p5.3d.(1P*).5s,2P*,"1/2,3/2",,,L6851
K,9,46.7391,0.0005,46.7391,0.0005,2,1.41e+09,,19.95073,46.47758,2p6.3p,2P*,3/2,2p6.3d,2D,3/2,,T7942,L3851
K,1,46.7416,,,,a,,,,,,,,,,,,,L6851
K,1,46.8420,,,,a,,,,,,,,,,,,,L6851
K,1,46.8666,,,,a,,,,,,,,,,,,,L6851
K,1,46.8729,,,,a,,,,,,,,,,,,,L6851
K,1,46.9028,,,,a,,,,,,,,,,,,,L6851
K,2,46.95,0.09,46.95087,0.00007,,,,0.00000,26.407221,3p6,1S,0,3p5.(2P*<3/2>).5s,2[3/2]*,1,,,L11572
K,10,46.968,0.002,46.967,0.006,60,9.87e+08,,317.2644,343.6624,2s2.2p5.(2P*<3/2>).3p,2[5/2],3,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,3,,T6036,L7205
K,1,46.9875,,,,a,,,,,,,,,,,,,L6851
K,1,46.9988,,,,a,,,,,,,,,,,,,L6851
K,3,47.009,0.002,47.0090,0.0007,100,7.60e+09,,0.0000,26.374588,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,3/2,,T7942,L3496
K,1,47.0244,,,,a,,,,,,,,,,,,,L6851
K,1,47.0590,,,,a,,,,,,,,,,,,,L6851
K,10,47.075,0.002,47.075,0.006,160,6.41e+09,,317.3250,343.6624,2s2.2p5.(2P*<3/2>).3p,2[5/2],2,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,3,,T6036,L7205
K,1,47.1105,,,,a,,,,,,,,,,,,,L6851
K,3,47.157,0.002,47.15493,0.00006,75,5.98e+09,,0.268475,26.561420,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,1/2,,T7942,L3496
K,1,47.1669,,,,"a,w",,,,,,,,,,,,,L6851
K,1,47.2145,,,,"a,w",,,,,,,,,,,,,L6851
K,1,47.2271,,,,"a,w",,,,,,,,,,,,,L6851
K,10,47.266,0.002,47.266,0.006,230,4.46e+09,,318.2053,344.4367,2s2.2p5.(2P*<3/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,,T6036,L7205
K,1,47.2955,,,,"a,w",,,,,,,,,,,,,L6851
K,4,47.321,0.002,47.321,0.003,100,,,4.77913,30.9796,3s2.3p4,1S,0,3s2.3p3.(2D*).3d,3S*,1,,,L3496
K,1,47.3533,,,,"a,w",,,,,,,,,,,,,L6851
K,10,47.438,0.002,47.438,0.006,300,6.54e+09,,321.1300,347.2660,2s2.2p5.(2P*<1/2>).3p,2[3/2],2,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,3,,T6036,L7205
K,1,47.4460,,,,"a,w",,,,,,,,,,,,,L6851
K,8,47.4818,0.0010,47.466,0.013,7,8.23e+09,,37.235,63.355,3p2,1D,2,3p.3d,1D*,2,,T7942,L10522
K,3,47.492,0.002,47.49240,0.00006,45,1.19e+09,,0.268475,26.374588,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,3/2,,T7942,L3496
K,1,47.5540,,,,"a,w",,,,,,,,,,,,,L6851
K,7,47.5688,0.0010,47.5712,0.0013,1,,,41.5917,67.6546,3p3,2P*,3/2,3p2.(1D).3d,2D,5/2,,,L11207
K,10,47.591,0.002,47.591,0.006,200,5.30e+09,,321.2279,347.2800,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,2,,T6036,L7205
K,1,47.5988,,,,"a,w",,,,,,,,,,,,,L6851
K,2,47.603,0.002,,,10,,,,,,,,,,,,,L3496
K,7,47.6283,0.0010,47.6283,0.0013,1,,,55.9154,81.9470,3s.3p.(1P*).3d,2D*,3/2,3s.3d2,2F,5/2,,,L11207
K,1,47.6603,,,,"a,w",,,,,,,,,,,,,L6851
K,10,47.694,0.002,47.694,0.012,450,5.43e+09,,[318.9692],[344.965],2s2.2p5.(2P*<3/2>).3p,2[3/2],2,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,3,,T6036,L7205
K,10,47.710,0.002,47.710,0.006,50,3.18e+09,,320.5227,346.5098,2s2.2p5.(2P*<1/2>).3p,2[1/2],0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,,T6036,L7205
K,7,47.7103,0.0010,47.7104,0.0013,3,,,55.9697,81.9565,3s.3p.(1P*).3d,2D*,5/2,3s.3d2,2F,7/2,,,L11207
K,10,47.754,0.002,47.754,0.006,470,6.46e+09,,317.2644,343.2276,2s2.2p5.(2P*<3/2>).3p,2[5/2],3,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,4,,T6036,L7205
K,3,47.918,0.002,47.9185,0.0007,40,1.11e+08,,0.0000,25.873990,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,3/2,,T7942,L3496
K,7,47.9770,0.0008,47.9772,0.0010,1,3.10e+09,,0.00000,25.84234,3s2.3p,2P*,1/2,3s.3p2,2P,3/2,,T7942,L3633
K,10,48.155,0.002,48.155,0.007,60d,8.87e+08,,321.1300,346.8770,2s2.2p5.(2P*<1/2>).3p,2[3/2],2,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,,T6036,L7205
K,2,48.211,0.002,,,10,,,,,,,,,,,,,L3496
K,3,48.211,0.002,48.2109,0.0007,10,6.69e+06,,0.0000,25.717038,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,5/2,,T7942,L3496
K,2,48.241,0.002,,,10,,,,,,,,,,,,,L3496
K,3,48.241,0.002,48.24022,0.00007,10,2.13e+07,,0.268475,25.969891,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,4P,1/2,,T7942,L3496
K,5,48.271,0.002,48.2707,0.0024,200,8.97e+04,,0.00000,25.6852,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4F,5/2,,T7942,L3496
K,5,48.375,0.002,48.3746,0.0024,200,3.56e+04,,0.00000,25.6300,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4F,3/2,,T7942,L3496
K,1,48.3941,,,,"a,w",,,,,,,,,,,,,L6851
K,3,48.420,0.002,48.42090,0.00007,5,9.40e+06,,0.268475,25.873990,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,4P,3/2,,T7942,L3496
K,7,48.4254,0.0008,48.4255,0.0010,3,1.08e+10,,0.00000,25.60310,3s2.3p,2P*,1/2,3s.3p2,2P,1/2,,T7942,L3633
K,7,48.6506,0.0010,48.6509,0.0013,2,,,46.6510,72.1355,3s.3p.(3P*).3d,2D*,5/2,3p2.(3P).3d,2F,7/2,,,L11207
K,7,48.7097,0.0008,48.7096,0.0005,5,1.47e+10,,0.388601,25.84234,3s2.3p,2P*,3/2,3s.3p2,2P,3/2,,T7942,L3633
K,6,48.8132,0.0008,48.8133,0.0007,5,1.15e+10,,2.35295,27.75264,3s2.3p2,1D,2,3s.3p3,1P*,1,,T4909,L3633
K,1,48.8166,,,,a,,,,,,,,,,,,,L6851
K,1,48.8209,,,,a,,,,,,,,,,,,,L6851
K,1,48.8255,,,,a,,,,,,,,,,,,,L6851
K,1,48.8312,,,,a,,,,,,,,,,,,,L6851
K,1,48.8335,,,,a,,,,,,,,,,,,,L6851
K,1,48.8378,,,,a,,,,,,,,,,,,,L6851
K,1,48.8451,,,,a,,,,,,,,,,,,,L6851
K,1,48.8574,,,,"a,w",,,,,,,,,,,,,L6851
K,1,48.8677,,,,"a,w",,,,,,,,,,,,,L6851
K,1,48.8819,,,,"a,w",,,,,,,,,,,,,L6851
K,1,48.9208,,,,"a,w",,,,,,,,,,,,,L6851
K,1,48.9433,,,,"a,w",,,,,,,,,,,,,L6851
K,8,48.9916,0.0010,48.991,0.014,3,5.64e+09,,66.771,92.078,3p.3d,3D*,1,3d2,3F,2,,T7942,L10375
K,8,49.0737,0.0010,49.073,0.014,5bl*,9.07e+09,,66.849,92.114,3p.3d,3D*,3,3d2,3F,4,,T7942,L10375
K,8,49.0737,0.0010,49.073,0.014,5bl*,6.95e+09,,66.830,92.095,3p.3d,3D*,2,3d2,3F,3,,T7942,L10375
K,7,49.1718,0.0008,49.1718,0.0005,2,6.77e+09,,0.388601,25.60310,3s2.3p,2P*,3/2,3s.3p2,2P,1/2,,T7942,L3633
K,11,49.185,0.010,49.18,0.09,18,4.84e+09,,348.17,373.38,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4F,7/2,,T6437,L11908
K,1,49.2303,,,,"a,w",,,,,,,,,,,,,L6851
K,1,49.3166,,,,"a,w",,,,,,,,,,,,,L6851
K,11,49.336,0.010,49.33,0.10,16,2.37e+09,,345.32,370.45,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,7/2,,T6437,L11908
K,2,49.5153,0.0002,49.51534,0.00009,15,6.7e+10,,0.00000,25.039551,3p6,1S,0,3p5.3d,1P*,1,,T6798,L12188
K,11,49.566,0.010,49.58,0.10,73,5.05e+09,,347.56,372.57,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4F,9/2,,T6437,L11908
K,1,49.6632,,49.6633,0.0007,a*,,,0.00000000,24.9650,3p6.4s,2S,1/2,3p5.4s.(1P*).33s,2P*,"1/2,3/2",,,L6851
K,1,49.6632,,49.6633,0.0007,a*,,,0.00000000,24.9650,3p6.4s,2S,1/2,3p5.4s.(1P*).32d,2P*,"1/2,3/2",,,L6851
K,1,49.6659,,49.6657,0.0007,a*,,,0.00000000,24.9637,3p6.4s,2S,1/2,3p5.4s.(1P*).32s,2P*,"1/2,3/2",,,L6851
K,1,49.6659,,49.6657,0.0007,a*,,,0.00000000,24.9637,3p6.4s,2S,1/2,3p5.4s.(1P*).31d,2P*,"1/2,3/2",,,L6851
K,1,49.6682,,49.6682,0.0007,a*,,,0.00000000,24.9625,3p6.4s,2S,1/2,3p5.4s.(1P*).31s,2P*,"1/2,3/2",,,L6851
K,1,49.6682,,49.6682,0.0007,a*,,,0.00000000,24.9625,3p6.4s,2S,1/2,3p5.4s.(1P*).30d,2P*,"1/2,3/2",,,L6851
K,1,49.6712,,49.6712,0.0007,a*,,,0.00000000,24.9610,3p6.4s,2S,1/2,3p5.4s.(1P*).30s,2P*,"1/2,3/2",,,L6851
K,1,49.6712,,49.6712,0.0007,a*,,,0.00000000,24.9610,3p6.4s,2S,1/2,3p5.4s.(1P*).29d,2P*,"1/2,3/2",,,L6851
K,1,49.6738,,49.6739,0.0007,a*,,,0.00000000,24.9596,3p6.4s,2S,1/2,3p5.4s.(1P*).29s,2P*,"1/2,3/2",,,L6851
K,1,49.6738,,49.6739,0.0007,a*,,,0.00000000,24.9596,3p6.4s,2S,1/2,3p5.4s.(1P*).28d,2P*,"1/2,3/2",,,L6851
K,1,49.6768,,49.6769,0.0007,a,,,0.00000000,24.9581,3p6.4s,2S,1/2,3p5.4s.(1P*).28s,2P*,"1/2,3/2",,,L6851
K,1,49.6805,,49.6806,0.0007,a*,,,0.00000000,24.9563,3p6.4s,2S,1/2,3p5.4s.(1P*).26d,2P*,"1/2,3/2",,,L6851
K,1,49.6805,,49.6806,0.0007,a*,,,0.00000000,24.9563,3p6.4s,2S,1/2,3p5.4s.(1P*).27s,2P*,"1/2,3/2",,,L6851
K,1,49.6845,,49.6845,0.0007,a*,,,0.00000000,24.9543,3p6.4s,2S,1/2,3p5.4s.(1P*).25d,2P*,"1/2,3/2",,,L6851
K,1,49.6845,,49.6845,0.0007,a*,,,0.00000000,24.9543,3p6.4s,2S,1/2,3p5.4s.(1P*).26s,2P*,"1/2,3/2",,,L6851
K,1,49.6888,,49.6887,0.0007,a*,,,0.00000000,24.9522,3p6.4s,2S,1/2,3p5.4s.(1P*).24d,2P*,"1/2,3/2",,,L6851
K,1,49.6888,,49.6887,0.0007,a*,,,0.00000000,24.9522,3p6.4s,2S,1/2,3p5.4s.(1P*).25s,2P*,"1/2,3/2",,,L6851
K,1,49.6941,,49.6941,0.0007,a*,,,0.00000000,24.9495,3p6.4s,2S,1/2,3p5.4s.(1P*).23d,2P*,"1/2,3/2",,,L6851
K,1,49.6941,,49.6941,0.0007,a*,,,0.00000000,24.9495,3p6.4s,2S,1/2,3p5.4s.(1P*).24s,2P*,"1/2,3/2",,,L6851
K,1,49.6997,,49.6998,0.0007,a*,,,0.00000000,24.9466,3p6.4s,2S,1/2,3p5.4s.(1P*).22d,2P*,"1/2,3/2",,,L6851
K,1,49.6997,,49.6998,0.0007,a*,,,0.00000000,24.9466,3p6.4s,2S,1/2,3p5.4s.(1P*).23s,2P*,"1/2,3/2",,,L6851
K,1,49.7067,,49.7067,0.0007,a*,,,0.00000000,24.9431,3p6.4s,2S,1/2,3p5.4s.(1P*).21d,2P*,"1/2,3/2",,,L6851
K,1,49.7067,,49.7067,0.0007,a*,,,0.00000000,24.9431,3p6.4s,2S,1/2,3p5.4s.(1P*).22s,2P*,"1/2,3/2",,,L6851
K,3,49.710,0.002,49.7104,0.0021,75,2.23e+06,,0.0000,24.9413,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2F,5/2,,T7942,L3496
K,1,49.7143,,49.7144,0.0007,a*,,,0.00000000,24.9393,3p6.4s,2S,1/2,3p5.4s.(1P*).21s,2P*,"1/2,3/2",,,L6851
K,1,49.7143,,49.7144,0.0007,a*,,,0.00000000,24.9393,3p6.4s,2S,1/2,3p5.4s.(1P*).20d,2P*,"1/2,3/2",,,L6851
K,1,49.7236,,49.7235,0.0007,a*,,,0.00000000,24.9347,3p6.4s,2S,1/2,3p5.4s.(1P*).20s,2P*,"1/2,3/2",,,L6851
K,1,49.7236,,49.7235,0.0007,a*,,,0.00000000,24.9347,3p6.4s,2S,1/2,3p5.4s.(1P*).19d,2P*,"1/2,3/2",,,L6851
K,1,49.7345,,49.7344,0.0007,a*,,,0.00000000,24.9293,3p6.4s,2S,1/2,3p5.4s.(1P*).19s,2P*,"1/2,3/2",,,L6851
K,1,49.7345,,49.7344,0.0007,a*,,,0.00000000,24.9293,3p6.4s,2S,1/2,3p5.4s.(1P*).18d,2P*,"1/2,3/2",,,L6851
K,1,49.7478,,49.7478,0.0007,a*,,,0.00000000,24.9226,3p6.4s,2S,1/2,3p5.4s.(1P*).18s,2P*,"1/2,3/2",,,L6851
K,1,49.7478,,49.7478,0.0007,a*,,,0.00000000,24.9226,3p6.4s,2S,1/2,3p5.4s.(1P*).17d,2P*,"1/2,3/2",,,L6851
K,1,49.7630,,49.7631,0.0007,a*,,,0.00000000,24.9149,3p6.4s,2S,1/2,3p5.4s.(1P*).17s,2P*,"1/2,3/2",,,L6851
K,1,49.7630,,49.7631,0.0007,a*,,,0.00000000,24.9149,3p6.4s,2S,1/2,3p5.4s.(1P*).16d,2P*,"1/2,3/2",,,L6851
K,1,49.7823,,49.7822,0.0007,a*,,,0.00000000,24.9053,3p6.4s,2S,1/2,3p5.4s.(1P*).16s,2P*,"1/2,3/2",,,L6851
K,1,49.7823,,49.7822,0.0007,a*,,,0.00000000,24.9053,3p6.4s,2S,1/2,3p5.4s.(1P*).15d,2P*,"1/2,3/2",,,L6851
K,1,49.8068,,,,a,,,,,,,,,,,,,L6851
K,1,49.8075,,49.8075,0.0012,a*,,,0.00000000,24.8927,3p6.4s,2S,1/2,3p5.4s.(1P*).15s,2P*,"1/2,3/2",,,L6851
K,1,49.8075,,49.8075,0.0012,a*,,,0.00000000,24.8927,3p6.4s,2S,1/2,3p5.4s.(1P*).14d,2P*,"1/2,3/2",,,L6851
K,1,49.8088,,,,a,,,,,,,,,,,,,L6851
K,11,49.809,0.010,49.80,0.10,12,4.75e+09,,356.76,381.66,2s2.2p4.(1D).3p,2F*,5/2,2s2.2p4.(1D).3d,2G,7/2,,T6437,L11908
K,1,49.836,,49.836,0.012,"a,w*",,,0.00000000,24.879,3p6.4s,2S,1/2,3p5.4s.(1P*).14s,2P*,"1/2,3/2",,,L6851
K,1,49.836,,49.836,0.012,"a,w*",,,0.00000000,24.879,3p6.4s,2S,1/2,3p5.4s.(1P*).13d,2P*,"1/2,3/2",,,L6851
K,1,49.8373,,,,a,,,,,,,,,,,,,L6851
K,7,49.8399,0.0010,49.8408,0.0014,6,8.09e+09,,31.0936,55.9697,3s2.3d,2D,5/2,3s.3p.(1P*).3d,2D*,5/2,,T7942,L10660
K,1,49.8403,,,,a,,,,,,,,,,,,,L6851
K,1,49.877,,49.878,0.012,"a,w*",,,0.00000000,24.858,3p6.4s,2S,1/2,3p5.4s.(1P*).13s,2P*,"1/2,3/2",,,L6851
K,1,49.877,,49.878,0.012,"a,w*",,,0.00000000,24.858,3p6.4s,2S,1/2,3p5.4s.(1P*).12d,2P*,"1/2,3/2",,,L6851
K,1,49.8778,,,,a,,,,,,,,,,,,,L6851
K,7,49.9191,0.0010,49.9191,0.0014,4,8.35e+09,,31.0784,55.9154,3s2.3d,2D,3/2,3s.3p.(1P*).3d,2D*,3/2,,T7942,L10660
K,11,49.924,0.010,49.93,0.10,8,3.52e+09,,359.51,384.34,2s2.2p4.(1D).3p,2D*,5/2,2s2.2p4.(1D).3d,2F,7/2,,T6437,L11908
K,1,49.9309,,,,a,,,,,,,,,,,,,L6851
K,1,49.933,,49.933,0.012,"a,w*",,,0.00000000,24.830,3p6.4s,2S,1/2,3p5.4s.(1P*).11d,2P*,"1/2,3/2",,,L6851
K,1,49.933,,49.933,0.012,"a,w*",,,0.00000000,24.830,3p6.4s,2S,1/2,3p5.4s.(1P*).12s,2P*,"1/2,3/2",,,L6851
K,1,49.9362,,,,a,,,,,,,,,,,,,L6851
K,1,49.9915,,,,a,,,,,,,,,,,,,L6851
K,11,49.992,0.010,49.99,0.10,14,4.98e+09,,350.25,375.05,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,2F,7/2,,T6437,L11908
K,1,49.9945,,,,a,,,,,,,,,,,,,L6851
K,1,49.9968,,,,a,,,,,,,,,,,,,L6851
K,4,49.999,0.002,49.9993,0.0023,100,7.20e+08,,2.03136,26.8286,3s2.3p4,1D,2,3s2.3p3.(2D*).3d,1D*,2,,T4943,L64
K,1,49.9995,,,,a,,,,,,,,,,,,,L6851
K,1,50.005,,50.005,0.013,"a,w*",,,0.00000000,24.794,3p6.4s,2S,1/2,3p5.4s.(1P*).10d,2P*,"1/2,3/2",,,L6851
K,1,50.005,,50.005,0.013,"a,w*",,,0.00000000,24.794,3p6.4s,2S,1/2,3p5.4s.(1P*).11s,2P*,"1/2,3/2",,,L6851
K,1,50.0091,,,,a,,,,,,,,,,,,,L6851
K,1,50.0134,,,,a,,,,,,,,,,,,,L6851
K,1,50.0177,,,,a,,,,,,,,,,,,,L6851
K,1,50.0224,,,,a,,,,,,,,,,,,,L6851
K,1,50.0287,,,,a,,,,,,,,,,,,,L6851
K,1,50.0356,,,,a,,,,,,,,,,,,,L6851
K,1,50.0519,,,,a,,,,,,,,,,,,,L6851
K,1,50.0628,,,,"a,d",,,,,,,,,,,,,L6851
K,1,50.0747,,,,a,,,,,,,,,,,,,L6851
K,1,50.0844,,,,a,,,,,,,,,,,,,L6851
K,1,50.0867,,,,a,,,,,,,,,,,,,L6851
K,1,50.0903,,,,a,,,,,,,,,,,,,L6851
K,1,50.0936,,,,a,,,,,,,,,,,,,L6851
K,1,50.1033,,,,a,,,,,,,,,,,,,L6851
K,1,50.1086,,50.1085,0.0008,a,,,0.00000000,24.7432,3p6.4s,2S,1/2,3p5.4s.(1P*).10s,2P*,"1/2,3/2",,,L6851
K,1,50.113,,,,"a,w",,,,,,,,,,,,,L6851
K,1,50.1248,,,,"a,d",,,,,,,,,,,,,L6851
K,1,50.1324,,,,"a,d",,,,,,,,,,,,,L6851
K,1,50.1387,,,,"a,d",,,,,,,,,,,,,L6851
K,1,50.1487,,,,"a,d",,,,,,,,,,,,,L6851
K,1,50.1606,,,,a,,,,,,,,,,,,,L6851
K,1,50.1629,,,,a,,,,,,,,,,,,,L6851
K,6,50.1657,0.0008,50.1657,0.0007,0,6.12e+08,,2.35295,27.06790,3s2.3p2,1D,2,3s.3p3,3S*,1,,T4909,L3633
K,1,50.1663,,,,a,,,,,,,,,,,,,L6851
K,1,50.1696,,,,a,,,,,,,,,,,,,L6851
K,1,50.1729,,,,a,,,,,,,,,,,,,L6851
K,1,50.1769,,,,a,,,,,,,,,,,,,L6851
K,1,50.1838,,,,a,,,,,,,,,,,,,L6851
K,1,50.1908,,,,a,,,,,,,,,,,,,L6851
K,1,50.1968,,,,a,,,,,,,,,,,,,L6851
K,1,50.2034,,,,a,,,,,,,,,,,,,L6851
K,1,50.2170,,,,a,,,,,,,,,,,,,L6851
K,1,50.2236,,,,a,,,,,,,,,,,,,L6851
K,1,50.2382,,,,a,,,,,,,,,,,,,L6851
K,1,50.2409,,,,a,,,,,,,,,,,,,L6851
K,1,50.2435,,,,a,,,,,,,,,,,,,L6851
K,1,50.2534,,,,a,,,,,,,,,,,,,L6851
K,1,50.2611,,,,a,,,,,,,,,,,,,L6851
K,1,50.2660,,,,a,,,,,,,,,,,,,L6851
K,1,50.27,,50.28,0.04,"a,w*",,,0.00000000,24.660,3p6.4s,2S,1/2,3p5.4s.(1P*).8d,2P*?,"1/2,3/2",,,L6851
K,1,50.27,,50.28,0.04,"a,w*",,,0.00000000,24.660,3p6.4s,2S,1/2,3p5.4s.(1P*).9s,2P*?,"1/2,3/2",,,L6851
K,1,50.2849,,,,a,,,,,,,,,,,,,L6851
K,1,50.2946,,,,a,,,,,,,,,,,,,L6851
K,1,50.3028,,,,a,,,,,,,,,,,,,L6851
K,1,50.3121,,,,a,,,,,,,,,,,,,L6851
K,1,50.3304,,,,a,,,,,,,,,,,,,L6851
K,1,50.3725,,,,a,,,,,,,,,,,,,L6851
K,1,50.4116,,,,a,,,,,,,,,,,,,L6851
K,1,50.4288,,,,a,,,,,,,,,,,,,L6851
K,1,50.4311,,,,a,,,,,,,,,,,,,L6851
K,1,50.4341,,,,"a,d",,,,,,,,,,,,,L6851
K,1,50.4374,,,,a,,,,,,,,,,,,,L6851
K,1,50.4414,,,,a,,,,,,,,,,,,,L6851
K,1,50.4444,,,,a,,,,,,,,,,,,,L6851
K,1,50.4500,,,,a,,,,,,,,,,,,,L6851
